drone_id,application,drone_size,drone_model,manufacturer,propeller_count,max_carry_weight,actual_carry_weight,payload_type,payload_description,altitude,flight_duration,distance_flown,operator_id,flight_date,battery_remaining,gps_accuracy,wind_speed,obstacles_encountered,flight_status,regulatory_approval_id,notes,overweight_flag,weight_ratio,risk_score
D0011,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP014,2026-01-20,93,1.1,2.1,No,Completed,REG-2026-UAV-0011,,0,0.8,1.4929636943697084
D0012,Event Coverage,Small,EventFlyer,PhotoFly,4,1.8,1.0,Camera,Compact camera for capturing event footage,95,32.0,6.0,OP011,2025-03-11,90,1.7,3.9,No,Completed,REG-2026-UAV-0012,Recording an outdoor music festival,0,0.5555555555555556,1.5712490226229097
D0013,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Pressure,108,41.0,12.5,OP012,2025-10-26,67,2.3,5.4,Yes,Completed,REG-2026-UAV-0013,,0,0.6,2.648552545052961
D0014,Surveying,Medium,MapMaker Z,GeoSurv,6,10.0,7.3,GPS,High-precision GPS module,60,38.0,8.0,OP002,2025-04-06,79,1.4,3.2,No,Completed,REG-2026-UAV-0014,,0,0.73,1.7587294996193112
D0015,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,32,31.0,10.0,OP011,2025-05-03,45,3.1,7.3,No,Completed,REG-2026-UAV-0015,,0,0.875,2.745455429028769
D0016,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP007,2025-08-23,69,2.1,5.4,Yes,Completed,REG-2026-UAV-0016,,0,0.6125,2.3786785054030806
D0017,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Herbicide,26,32.0,9.2,OP001,2025-09-27,41,3.4,7.7,Yes,Completed,REG-2026-UAV-0017,,0,0.9400000000000001,3.1724514026871318
D0018,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.9,Liquid Tank,Fungicide,27,35.0,9.8,OP013,2026-02-22,44,3.5,7.7,Yes,Completed,REG-2026-UAV-0018,,0,0.945,3.0822245044158794
D0019,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Documents,68,24.0,7.1,OP002,2025-12-06,85,1.8,3.4,No,Completed,REG-2026-UAV-0019,,0,0.5,1.5644639402152243
D0020,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP012,2025-11-08,92,1.5,2.9,No,Completed,REG-2026-UAV-0020,,0,0.75,1.5116890180627485
D0021,Wind Turbine Inspection,Large,BladeChecker,AeroCorp,6,16.0,8.9,Camera,High-resolution video camera,156,71.0,22.5,OP008,2025-05-23,41,3.1,8.1,Yes,Completed,REG-2026-UAV-0021,,0,0.55625,3.5218134230340867
D0022,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Gas,106,39.0,12.8,OP006,2025-07-22,67,2.2,5.5,Yes,Completed,REG-2026-UAV-0022,,0,0.5875,2.6179440115108714
D0023,Wind Turbine Inspection,Large,BladeChecker,AeroCorp,6,16.0,8.8,Camera,High-resolution video camera,157,72.0,23.0,OP015,2025-05-23,42,3.0,8.2,Yes,Completed,REG-2026-UAV-0023,,0,0.55,3.5595570781524377
D0024,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Insecticide,34,34.0,10.1,OP014,2026-01-21,47,3.1,7.2,Yes,Completed,REG-2026-UAV-0024,,0,0.8550000000000001,3.0609820645252905
D0025,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Clothing,72,19.0,6.1,OP002,2025-08-28,90,1.5,2.8,No,Completed,REG-2026-UAV-0025,,0,0.6,1.5432814767792815
D0026,Precision Agriculture,Small,FarmPilot,AgriDrones,4,2.5,1.3,Sensor,Soil moisture and nutrient sensors,35,26.0,9.0,OP007,2025-03-08,82,1.2,3.7,No,Completed,REG-2026-UAV-0026,Collecting data for precision farming,0,0.52,1.7255602031661081
D0027,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP004,2025-06-28,68,2.3,5.1,Yes,Completed,REG-2026-UAV-0027,,0,0.5875,2.5018216378991944
D0028,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom,85,20.0,5.5,OP002,2026-02-05,96,1.3,2.3,No,Completed,REG-2026-UAV-0028,,0,0.6,1.3838863826831005
D0029,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Action camera,83,17.0,5.9,OP012,2025-04-25,99,1.0,2.0,No,Completed,REG-2026-UAV-0029,,0,0.2,1.1378523644369967
D0030,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Standard lens,87,19.0,5.3,OP006,2026-09-21,95,1.2,2.2,No,Completed,REG-2026-UAV-0030,,0,0.4,1.2630295434051524
D0031,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Herbicide,31,33.0,9.5,OP011,2026-02-06,40,3.3,7.9,Yes,Completed,REG-2026-UAV-0031,,0,0.9550000000000001,3.1578910596630325
D0032,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.2,Camera,UV inspection camera,101,60.0,17.0,OP015,2025-05-21,53,2.9,7.0,Yes,Completed,REG-2026-UAV-0032,,0,0.5777777777777778,3.100021642163969
D0033,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Insecticide,28,32.0,9.5,OP009,2025-06-19,42,3.2,7.7,Yes,Completed,REG-2026-UAV-0033,,0,0.9400000000000001,3.1594735302023644
D0034,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP011,2026-03-07,62,2.5,5.7,Yes,Completed,REG-2026-UAV-0034,,0,0.675,2.810126447067483
D0035,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,32,31.0,10.0,OP009,2025-05-03,45,3.1,7.3,No,Completed,REG-2026-UAV-0035,,0,0.875,2.734856395523112
D0036,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Temperature,107,42.0,12.8,OP014,2026-02-15,66,2.4,5.3,Yes,Completed,REG-2026-UAV-0036,,0,0.575,2.492169485442504
D0037,Pipeline Inspection,Large,PipePatrol,SkyView Inc.,6,14.0,7.0,"Camera, Sensor","Infrared camera, gas leak detector",40,58.0,18.0,OP008,2025-03-09,73,2.3,6.8,Yes,Completed,REG-2026-UAV-0037,Inspecting oil and gas pipelines,0,0.5,2.890511840019013
D0038,Wildlife Monitoring,Small,NatureWatch,EnviroTech,4,1.5,0.7,Camera,Trail camera,108,52.0,17.0,OP015,2025-05-29,70,1.6,4.5,Yes,Completed,REG-2026-UAV-0038,,0,0.4666666666666666,2.425414914170478
D0039,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP003,2025-07-19,92,1.4,2.7,No,Completed,REG-2026-UAV-0039,,0,0.65,1.4364243298051835
D0040,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Insecticide,32,33.0,10.5,OP003,2025-11-10,45,3.3,7.3,Yes,Completed,REG-2026-UAV-0040,,0,0.89,3.0398402244340854
D0041,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Insecticide,28,33.0,9.5,OP002,2025-08-30,42,3.2,7.6,Yes,Completed,REG-2026-UAV-0041,,0,0.8949999999999999,3.0680032664547126
D0042,Real Estate Photography,Small,SkyLens,PhotoFly,4,1.2,0.6,Camera,Wide-angle camera for property showcasing,75,25.0,4.0,OP005,2025-03-16,88,1.6,2.5,No,Completed,REG-2026-UAV-0042,Taking aerial photos of a residential property,0,0.5,1.2925484264522453
D0043,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Electronics,70,18.0,6.1,OP014,2025-06-17,93,1.5,2.9,No,Completed,REG-2026-UAV-0043,,0,0.55,1.4978686784875817
D0044,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP012,2025-09-29,94,1.5,2.8,No,Completed,REG-2026-UAV-0044,,0,0.7,1.5310277709503186
D0045,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Insecticide,34,34.0,10.1,OP014,2025-09-23,47,3.1,7.2,Yes,Completed,REG-2026-UAV-0045,,0,0.8550000000000001,3.012913465900375
D0046,Wildlife Monitoring,Small,NatureWatch,EnviroTech,4,1.5,0.7,Camera,Low-light camera for observing wildlife,100,45.0,15.0,OP004,2025-03-07,65,1.9,4.1,Yes,Completed,REG-2026-UAV-0046,Monitoring animal populations in a nature reserve,0,0.4666666666666666,2.532014506926286
D0047,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,89,21.0,6.5,OP007,2025-10-20,97,1.3,2.5,No,Completed,REG-2026-UAV-0047,,0,0.2,1.1368851422416815
D0048,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP004,2026-01-16,95,1.2,2.3,No,Completed,REG-2026-UAV-0048,,0,0.4,1.174085830712642
D0049,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Herbicide,27,35.0,9.9,OP009,2025-12-20,44,3.5,7.8,Yes,Completed,REG-2026-UAV-0049,,0,0.905,3.1876798329623295
D0050,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Insecticide,32,33.0,10.5,OP012,2026-03-10,45,3.3,7.3,Yes,Completed,REG-2026-UAV-0050,,0,0.89,3.1199821614661327
D0051,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,0.9,Package,Books,75,15.0,4.0,OP012,2025-04-01,91,1.6,2.8,No,Completed,REG-2026-UAV-0051,,0,0.45,1.2879868299208337
D0052,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.6,Camera,Thermal imaging camera,107,38.0,11.9,OP002,2025-05-06,66,2.1,5.5,Yes,Completed,REG-2026-UAV-0052,,0,0.7,2.569226955315093
D0053,Bridge Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.5,Camera,High-definition camera,90,38.0,12.0,OP011,2025-03-18,60,2.2,5.8,Yes,Completed,REG-2026-UAV-0053,,0,0.5625,2.730236593751897
D0054,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Insecticide,32,33.0,10.5,OP014,2025-11-10,45,3.3,7.3,Yes,Completed,REG-2026-UAV-0054,,0,0.89,3.004994872452609
D0055,Infrastructure Inspection,Large,Inspecta X,SkyView Inc.,6,15.0,8.0,"Camera, Sensor","High-resolution camera, thermal sensor",120,45.0,15.0,OP006,2025-03-21,68,1.8,6.2,Yes,Completed,REG-2026-UAV-0055,"Bridge inspection, carried specialized equipment",0,0.5333333333333333,2.7007453698994883
D0056,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Electronics,67,23.0,7.2,OP015,2025-11-12,84,1.8,3.2,No,Completed,REG-2026-UAV-0056,,0,0.52,1.603428826375895
D0057,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Neutral density filters,84,20.0,5.5,OP007,2025-04-12,90,1.1,2.1,No,Completed,REG-2026-UAV-0057,,0,0.5,1.4121082404215723
D0058,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Gas,106,39.0,12.8,OP004,2026-02-07,67,2.2,5.5,Yes,Completed,REG-2026-UAV-0058,,0,0.5875,2.614905010603661
D0059,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP013,2025-11-24,92,1.5,2.9,No,Completed,REG-2026-UAV-0059,,0,0.75,1.5870152326506648
D0060,Construction Site Survey,Medium,SiteScan,GeoSurv,6,11.0,7.3,"Camera, GPS",Real-time kinematic (RTK) GPS,52,33.0,8.0,OP006,2025-05-24,85,1.3,3.1,No,Completed,REG-2026-UAV-0060,,0,0.6636363636363636,1.6453489968107755
D0061,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,82,19.0,5.4,OP007,2025-05-02,91,1.3,2.2,No,Completed,REG-2026-UAV-0061,,0,0.6,1.39842401126373
D0062,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP004,2025-07-15,89,1.7,3.1,No,Completed,REG-2026-UAV-0062,,0,0.42000000000000004,1.4972654660439546
D0063,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide lens,82,18.0,5.9,OP015,2025-07-16,97,1.2,2.5,No,Completed,REG-2026-UAV-0063,,0,0.7,1.336576772979122
D0064,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.5,Liquid Tank,Fungicide,30,32.0,10.8,OP008,2026-01-17,42,3.3,7.5,Yes,Completed,REG-2026-UAV-0064,,0,0.975,3.2391467426746554
D0065,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP009,2026-01-23,86,1.8,3.5,No,Completed,REG-2026-UAV-0065,,0,0.52,1.6565196694923428
D0066,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Fungicide,27,35.0,9.9,OP001,2025-06-27,44,3.5,7.8,Yes,Completed,REG-2026-UAV-0066,,0,0.905,3.184668252441058
D0067,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.3,Liquid Tank,Herbicide,30,32.0,10.8,OP007,2025-08-10,42,3.3,7.6,Yes,Completed,REG-2026-UAV-0067,,0,0.9650000000000001,3.2081663962832896
D0068,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP009,2025-09-21,90,1.4,2.9,No,Completed,REG-2026-UAV-0068,,0,0.6,1.4601911558425176
D0069,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Wide-angle lens,81,18.0,5.8,OP015,2025-04-19,94,1.2,2.2,No,Completed,REG-2026-UAV-0069,,0,0.4,1.1405408134357566
D0070,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Defoliant,29,34.0,11.8,OP012,2025-05-17,42,3.4,7.7,Yes,Completed,REG-2026-UAV-0070,,0,0.905,3.2363526802700724
D0071,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Zoom lens,89,23.0,6.5,OP010,2025-05-19,91,1.5,2.7,No,Completed,REG-2026-UAV-0071,,0,0.7,1.5780971029870425
D0072,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,33,34.0,10.1,OP005,2025-11-02,47,3.1,7.1,Yes,Completed,REG-2026-UAV-0072,,0,0.875,3.0732766234541535
D0073,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.8,Sensor,Pressure,108,41.0,12.5,OP012,2026-02-23,67,2.3,5.4,Yes,Completed,REG-2026-UAV-0073,,0,0.6,2.6188036421696923
D0074,Search and Rescue,Large,Guardian SR,RescueFly,8,12.0,4.8,Speaker,Megaphone,145,48.0,17.0,OP002,2025-04-07,65,2.6,5.3,Yes,Completed,REG-2026-UAV-0074,,0,0.39999999999999997,2.6622894510725303
D0075,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom lens,86,20.0,6.2,OP010,2025-05-29,93,1.4,2.3,No,Completed,REG-2026-UAV-0075,,0,0.6,1.448373208701575
D0076,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.0,"Camera, Sensor","Corona discharge camera, infrared thermometer",110,55.0,16.0,OP006,2025-03-15,50,2.9,7.1,Yes,Completed,REG-2026-UAV-0076,Inspecting high-voltage power lines,0,0.5555555555555556,3.1159858689705726
D0077,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.0,Camera,UV inspection camera,100,58.0,15.0,OP012,2025-04-20,52,2.8,6.8,Yes,Completed,REG-2026-UAV-0077,,0,0.5555555555555556,2.9526460997416994
D0078,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Insecticide,33,31.0,10.2,OP012,2026-09-30,45,3.1,7.4,Yes,Completed,REG-2026-UAV-0078,,0,0.875,3.1173299008307924
D0079,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Herbicide,26,32.0,9.2,OP007,2025-09-27,41,3.4,7.7,Yes,Completed,REG-2026-UAV-0079,,0,0.9400000000000001,3.1252020427295353
D0080,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Clothing items,68,22.0,7.0,OP002,2025-05-01,88,1.8,3.2,No,Completed,REG-2026-UAV-0080,,0,0.42000000000000004,1.5210012115808462
D0081,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Insecticide,28,35.0,9.8,OP002,2026-02-02,43,3.5,7.6,Yes,Completed,REG-2026-UAV-0081,,0,0.9099999999999999,3.0640441677849464
D0082,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Zoom lens,87,21.0,6.8,OP010,2025-04-29,92,1.5,2.6,No,Completed,REG-2026-UAV-0082,,0,0.8,1.5028894095663543
D0083,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Books,73,16.0,4.2,OP015,2025-05-11,92,1.6,2.9,No,Completed,REG-2026-UAV-0083,,0,0.65,1.4739103523471955
D0084,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.9,Camera,Wide angle,86,20.0,5.5,OP014,2026-03-01,94,1.1,2.3,No,Completed,REG-2026-UAV-0084,,0,0.9,1.5528780061102383
D0085,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Herbicide,30,32.0,10.8,OP012,2025-11-14,42,3.3,7.5,Yes,Completed,REG-2026-UAV-0085,,0,0.9550000000000001,3.2211805770287913
D0086,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide angle,87,19.0,5.7,OP010,2025-12-11,95,1.2,2.3,No,Completed,REG-2026-UAV-0086,,0,0.7,1.4083984410526413
D0087,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Infrared,104,38.0,13.2,OP001,2025-08-03,69,2.2,5.1,Yes,Completed,REG-2026-UAV-0087,,0,0.6375,2.4491862784487926
D0088,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.9,Camera,Wide angle,86,20.0,5.5,OP004,2025-11-01,94,1.1,2.3,No,Completed,REG-2026-UAV-0088,,0,0.9,1.5022562030896756
D0089,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Documents,70,17.0,5.8,OP007,2026-02-20,93,1.6,2.8,No,Completed,REG-2026-UAV-0089,,0,0.55,1.4357091583594919
D0090,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Wide lens,88,18.0,5.1,OP014,2025-06-06,96,1.2,2.4,No,Completed,REG-2026-UAV-0090,,0,0.4,1.2052633376220203
D0091,Search and Rescue,Large,Guardian SR,RescueFly,8,12.0,4.8,Speaker,Megaphone,145,48.0,17.0,OP009,2025-04-07,65,2.6,5.3,Yes,Completed,REG-2026-UAV-0091,,0,0.39999999999999997,2.630375290359588
D0092,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,1.0,Sensor,Particulate matter sensor,30,30.0,7.0,OP015,2025-02-24,95,1.0,2.5,No,Completed,REG-2026-UAV-0092,,0,0.5,1.4522210194076848
D0093,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.0,Liquid Tank,Fungicide,28,33.0,9.0,OP003,2025-05-07,42,3.5,7.8,Yes,Completed,REG-2026-UAV-0093,,0,0.95,3.1479855504304193
D0094,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.4,Package,Clothing items,69,21.0,7.1,OP012,2025-05-01,87,1.9,3.4,No,Completed,REG-2026-UAV-0094,,0,0.48,1.5847397584821188
D0095,Real Estate Photography,Small,SkyLens,PhotoFly,4,1.2,0.7,Camera,360-degree camera,80,30.0,5.0,OP011,2025-02-19,91,1.8,2.3,No,Completed,REG-2026-UAV-0095,,0,0.5833333333333334,1.3963732397476352
D0096,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Office supplies,70,23.0,7.5,OP007,2025-04-14,86,1.9,3.4,No,Completed,REG-2026-UAV-0096,,0,0.5599999999999999,1.5779281461747463
D0097,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,8444,17.0,5.3,OP007,2026-03-05,97,1.3,2.2,No,Completed,REG-2026-UAV-0097,,0,0.2,1.1156603711357098
D0098,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Wide lens,89,18.0,5.9,OP007,2025-11-29,97,1.2,2.4,No,Completed,REG-2026-UAV-0098,,0,0.3,1.2699822247238652
D0099,Surveillance,Medium,Watcher Pro,SecureTech,4,7.0,4.1,Sensor,Noise detection sensor,110,55.0,10.0,OP002,2025-04-05,58,2.3,4.5,No,Completed,REG-2026-UAV-0099,,0,0.5857142857142856,2.2438183020221287
D0100,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP006,2026-01-23,86,1.8,3.5,No,Completed,REG-2026-UAV-0100,,0,0.52,1.6099968198607346
D0101,Surveillance,Medium,Watcher Pro,SecureTech,4,7.0,3.0,"Camera, Sensor","Infrared camera, motion detection sensor",100,60.0,12.0,OP002,2025-03-24,55,2.5,4.9,No,Completed,REG-2026-UAV-0101,"Security patrol, nighttime operation",0,0.42857142857142855,2.2203885369183607
D0102,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Documents,72,27.0,8.1,OP006,2025-05-18,83,2.1,3.8,No,Completed,REG-2026-UAV-0102,,0,0.58,1.7534512034068768
D0103,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,8444,17.0,5.3,OP013,2026-03-05,97,1.3,2.2,No,Completed,REG-2026-UAV-0103,,0,0.2,1.1181818523513762
D0104,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Fragile goods,70,25.0,7.9,OP010,2025-11-20,83,1.8,3.4,No,Completed,REG-2026-UAV-0104,,0,0.45999999999999996,1.6933379033065576
D0105,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP003,2025-11-15,65,2.4,5.6,Yes,Completed,REG-2026-UAV-0105,,0,0.6875,2.6679304155416466
D0106,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Fungicide,28,31.0,9.5,OP014,2025-05-07,43,3.5,7.8,Yes,Completed,REG-2026-UAV-0106,,0,0.925,3.1345063456916984
D0107,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.0,"Camera, Sensor","Corona discharge camera, infrared thermometer",110,55.0,16.0,OP002,2025-03-15,50,2.9,7.1,Yes,Completed,REG-2026-UAV-0107,Inspecting high-voltage power lines,0,0.5555555555555556,3.013920711433952
D0108,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP012,2026-01-22,68,2.2,5.3,Yes,Completed,REG-2026-UAV-0108,,0,0.575,2.492895255710121
D0109,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Visual,105,40.0,13.2,OP015,2025-06-16,64,2.3,5.5,Yes,Completed,REG-2026-UAV-0109,,0,0.675,2.704328700756956
D0110,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.2,Camera,Zoom lens camera,105,40.0,13.0,OP014,2025-04-02,63,2.0,5.1,Yes,Completed,REG-2026-UAV-0110,,0,0.65,2.6674928920818513
D0111,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Temperature,107,42.0,12.8,OP006,2026-02-15,66,2.4,5.3,Yes,Completed,REG-2026-UAV-0111,,0,0.575,2.5430304153128125
